"Administrative Unit Number","School Number","Institution Name","Address","Address Line 2 ","City","State","Zip Code","Zip Code Extension","Latitude","Longitude","WebAddress","Grades","Georeferenced Latitude & Longitude"
"126513480","0","Mariana Bracetti Academy CS","1840 Torresdale Ave",,"Philadelphia","PA","19124","4418","40.005813","-75.09575","http://www.mbacs.org",,"POINT (-75.09575 40.005813)"
"215210005","0","Meadow Run School","145 Quigley Rd",,"Newburg","PA","17240",,"40.15739","-77.521931","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-77.521931 40.15739)"
"905200632","0","Meadville Public Library","848 North Main St",,"Meadville","PA","16335","2689","41.6397635","-80.1499234","http://meadvillelibrary.org",,"POINT (-80.1499234 41.6397635)"
"128321103","0","River Valley SD","102 School Lane",,"Blairsville","PA","15717",,"40.48048","-79.184479","http://www.rvsdpa.org",,"POINT (-79.184479 40.48048)"
"126515001","3857","Overbrook HS","5898 Lancaster Ave",,"Philadelphia","PA","19131","3439","39.98107339","-75.23853137","http://www.philasd.org","12-Sep","POINT (-75.23853137 39.98107339)"
"108073503","7097","Charles W Longer El Sch","1320 Union St",,"Hollidaysburg","PA","16648","1910","40.43908015","-78.39705921","http://www.hasdtigers.com","K5F-6","POINT (-78.39705921 40.43908015)"
"103026002","6105","McKeesport Area SHS","1960 Eden Park Blvd",,"McKeesport","PA","15132","7617","40.34355761","-79.83074643","http://www.mckasd.net","12-Sep","POINT (-79.83074643 40.34355761)"
"124151902","1374","East Fallowfield El Sch","2254 Strasburg Rd",,"East Fallowfield","PA","19320","4237","39.94970685","-75.81176827","http://www.casdschools.org","K5F-5","POINT (-75.81176827 39.94970685)"
"113364002","2587","Ross El Sch","840 N Queen St",,"Lancaster","PA","17603","2750","40.05143669","-76.30868985","http://www.lancaster.k12.pa.us/","PreKF,K5F-5","POINT (-76.30868985 40.05143669)"
"104107903","1179","Rowan El Sch","8051 Rowan Rd",,"Cranberry Twp","PA","16066","3615","40.704286","-80.094792","http://www.svsd.net","K5H,1-4","POINT (-80.094792 40.704286)"
"912670882","0","Annie E Sterline Library","308 Market St",,"Lewisberyy","PA","17339",,"40.1367421","-76.8595289","https://www.facebook.com/people/Annie-E-Sterline-Library/100069112574330/",,"POINT (-76.8595289 40.1367421)"
"905200243","0","Cochranton Area Public Library","107 W Pine St","P O Box 296","Cochranton","PA","16314","296","41.5187925","-80.0487269","https://cochranton.ccfls.org/",,"POINT (-80.0487269 41.5187925)"
"926510006","422","Holmesburg Branch Library","7810 Frankford Ave",,"Philadelphia","PA","19136","3013","40.04041","-75.0317591","http://www.freelibrary.org",,"POINT (-75.0317591 40.04041)"
"923460664","271","Ardmore Free Library","108 Ardmore Ave",,"Ardmore","PA","19003","1399","40.0076243","-75.2960954","http://www.lmls.org",,"POINT (-75.2960954 40.0076243)"
"312670020","0","Soaring Heights School - York","4880 N Sherman Ext",,"Mount Wolf","PA","17347",,"40.05425","-76.694231","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.694231 40.05425)"
"101631003","5267","Bethlehem-Center MS","136 Crawford Rd",,"Fredericktown","PA","15333","2012","40.02185119","-80.02509995","http://www.bcasd.net","6,7-8","POINT (-80.02509995 40.02185119)"
"105251453","7793","Corry Area MS","534 E Pleasant Street",,"Corry","PA","16407","2246","41.919379","-79.626243","http://www.corrysd.net","6,7-8","POINT (-79.626243 41.919379)"
"217592001","0","Northern Tier Christian School","1292 Charleston Road",,"Wellsboro","PA","16901",,"41.76811","-77.242201","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-77.242201 41.76811)"
"102027451","7501","Pittsburgh Banksville K-5","1001 Carnahan Rd",,"Pittsburgh","PA","15216","2901","40.407167","-80.036326","http://www.pghschools.org/","K5F-5","POINT (-80.036326 40.407167)"
"107655803","6181","Monessen SHS","1245 State Rd",,"Monessen","PA","15062","2524","40.139763","-79.872241","http://www.monessenschooldistrict.com","12-Sep","POINT (-79.872241 40.139763)"
"107652603","7602","Franklin Regional MS","4660 Old William Penn Hwy",,"Murrysville","PA","15668","2099","40.426582","-79.671112","http://middleschool.frsdk12.org/","6,7-8","POINT (-79.671112 40.426582)"
"119648703","0","Wayne Highlands SD","474 Grove St",,"Honesdale","PA","18431","1099","41.557839","-75.2558","https://www.whsdk12.com/",,"POINT (-75.2558 41.557839)"
"127043430","0","Pennsylvania Cyber CS","652 Midland Ave",,"Midland","PA","15059",,"40.638139","-80.454862","http://www.pacyber.org",,"POINT (-80.454862 40.638139)"
"204372304","0","Indian Run School","219 Cannery Road",,"New Wilmington","PA","16142",,"41.166942","-80.265913","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-80.265913 41.166942)"
"124000000","0","Chester County IU 24","455 Boot Rd",,"Downingtown","PA","19335",,"40.004745","-75.680446","http://www.cciu.org",,"POINT (-75.680446 40.004745)"
"300029830","0","Western PA School for Blind","201 N Bellefield Ave",,"Pittsburgh","PA","15213","1458","40.44921","-79.953791","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-79.953791 40.44921)"
"300234800","0","Melmark Inc","2600 Wayland Rd",,"Berwyn","PA","19312",,"39.99762","-75.445461","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.445461 39.99762)"
"923460933","0","Montgomery County Norristown Pub Lib","1001 Powell St",,"Norristown","PA","19401","3817","40.1219527","-75.3400336","http://mnl.mclinc.org/",,"POINT (-75.3400336 40.1219527)"
"126512039","0","Independence CS West","5600 Chester Avenue",,"Philadelphia","PA","19143",,"39.937719","-75.225607","http://www.icswest.org",,"POINT (-75.225607 39.937719)"
"211441053","0","Belleville Mennonite School","4105 Front Mountain Road",,"Belleville","PA","17004",,"40.59041","-77.726841","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-77.726841 40.59041)"
"918401322","0","Mill Memorial Library","495 East Main St",,"Nanticoke","PA","18634","1897","41.2053562","-75.994443","http://millmemoriallibrary.org/",,"POINT (-75.994443 41.2053562)"
"113364503","7383","Reidenbaugh El Sch","1001 Buckwalter Rd",,"Lititz","PA","17543","9349","40.12200342","-76.3253387","http://www.mtwp.net","K5F-4","POINT (-76.3253387 40.12200342)"
"115221402","7306","Lawnton El Sch","4400 Franklin St",,"Harrisburg","PA","17111","2663","40.26058231","-76.80829917","http://www.cdschools.org","K5H,1-5","POINT (-76.80829917 40.26058231)"
"103026873","30","Avalon El Sch","721 California Ave",,"Pittsburgh","PA","15202","2520","40.50089878","-80.06636631","http://www.northgatesd.net","K5F-6","POINT (-80.06636631 40.50089878)"
"126513000","7546","Multicultural Academy CS","3821 N. Broad St.",,"Philadelphia","PA","19140",,"40.011118","-75.150653","http://www.macs.k12.pa.us","12-Sep","POINT (-75.150653 40.011118)"
"113364002","2597","Smith-Wade-El El Sch","910 Hamilton Park Drive",,"Lancaster","PA","17603","5080","40.03440887","-76.32491661","http://www.lancaster.k12.pa.us/","PreKF,K4F,K5F-5","POINT (-76.32491661 40.03440887)"
"126515001","3861","Saul W B Agricultural School","7100 Henry Avenue",,"Philadelphia","PA","19128","1403","40.049025","-75.219795","http://www.philasd.org","12-Sep","POINT (-75.219795 40.049025)"
"213365942","0","Red Well School","1018 Peters Road",,"Kinzers","PA","17535","0","40.05128","-76.049401","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.049401 40.05128)"
"122091002","4675","Benjamin Rush El Sch","3400 Hulmeville Rd",,"Bensalem","PA","19020","4310","40.10410948","-74.94075356","http://www.bensalemsd.org","K5F-6","POINT (-74.94075356 40.10410948)"
"126515001","3745","Bridesburg Sch","2824 Jenks St",,"Philadelphia","PA","19137","2231","40.000278","-75.066572","http://www.philasd.org","K5F-6,7-8","POINT (-75.066572 40.000278)"
"106330803","0","Brookville Area SD","104 Jenks Street","PO Box 479","Brookville","PA","15825","479","41.16475","-79.081125","http://www.basd.us",,"POINT (-79.081125 41.16475)"
"123460001","0","Pennsylvania Virtual CS","630 Park Avenue",,"King of Prussia","PA","19406",,"40.09393","-75.408091","http://pavcsk12.org",,"POINT (-75.408091 40.09393)"
"125234103","1869","Garnet Valley HS","552 Smithbridge Rd",,"Glen Mills","PA","19342","1558","39.87035","-75.50502","http://www.garnetvalleyschools.com","12-Sep","POINT (-75.50502 39.87035)"
"226511122","0","Christ Memorial Classical Academy","523 Clifton Avenue",,"Collingdale","PA","19023",,"39.914999","-75.28018","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.28018 39.914999)"
"118402603","0","Greater Nanticoke Area SD","427 Kosciuszko St",,"Nanticoke","PA","18634","2690","41.203991","-75.992596","http://www.gnasd.com",,"POINT (-75.992596 41.203991)"
"221392302","0","Emmaus Baptist Academy","4702 Colebrook Avenue",,"Emmaus","PA","18049",,"40.52079","-75.522691","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.522691 40.52079)"
"114063003","801","Governor Mifflin MS","130 East Lancaster Avenue",,"Shillington","PA","19607","2613","40.30440847","-75.96425354","http://www.governormifflinsd.org","8-Jul","POINT (-75.96425354 40.30440847)"
"300400300","0","Anne McLaughlin's Child Care","98 West County Road",,"Sugarloaf","PA","18249","0","40.999296","-76.08329","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.08329 40.999296)"
"124159002","7894","West Chester Bayard Rustin HS","1100 Shiloh Road",,"West Chester","PA","19382",,"39.939188","-75.549069","http://www.wcasd.net","12-Sep","POINT (-75.549069 39.939188)"
"103024603","0","Hampton Township SD","4591 School Dr",,"Allison Park","PA","15101",,"40.589791","-79.945397","http://www.ht-sd.org",,"POINT (-79.945397 40.589791)"
"924152046","0","Chester County Library System","450 Exton Sq Parkway",,"Exton","PA","19341","2496","40.0321163","-75.6207178","https://www.ccls.org/",,"POINT (-75.6207178 40.0321163)"
"300022250","0","DePaul Institute","6202 Alder St",,"Pittsburgh","PA","15206",,"40.45666","-79.923361","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-79.923361 40.45666)"
"123466403","3346","Pottstown MS","600 N Franklin St",,"Pottstown","PA","19464","4099","40.255127","-75.6377","http://www.pottstownschools.com","5-6,7-8","POINT (-75.6377 40.255127)"
"211441003","0","Back Mountain Amish School","9686 Back Mountain Road",,"Milroy","PA","17063",,"40.73743","-77.570041","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-77.570041 40.73743)"
"226510039","0","63rd Street Multicultural Academy of Academic Excellence","5828 Market Street","2nd Flr, Ste 2","Philadelphia","PA","19139",,"39.961469","-75.237429","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.237429 39.961469)"
"125231303","1849","Chichester SHS","3333 Chichester Ave",,"Boothwyn","PA","19061","3296","39.83685","-75.442213","http://www.chichestersd.org","12-Sep","POINT (-75.442213 39.83685)"
"211447233","0","Stony Hill School","152 Woodedge Lane",,"Reedsville","PA","17084",,"40.68352","-77.587786","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-77.587786 40.68352)"
"918400842","0","Hazleton Area Public Library","55 N Church St",,"Hazleton","PA","18201","5893","40.4082071","-79.9438963","http://www.hazletonlibrary.org",,"POINT (-79.9438963 40.4082071)"
"101260303","4922","Friendship Hill El Sch","218 New Geneva Rd",,"Point Marion","PA","15474","9722","39.77978422","-79.91802065","http://www.agasd.org/","K5F-5","POINT (-79.91802065 39.77978422)"
"105628302","7843","Warren Area El Ctr","343 E Fifth Avenue",,"Warren","PA","16365","4376","41.854954","-79.135203","http://www.wcsdpa.org","K5F-4","POINT (-79.135203 41.854954)"
"175390169","8125","Lincoln Leadership Academy CS","1414 E. Cedar St.",,"Allentown","PA","18109","1960","40.623178","-75.432352","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx","K5F-6,7-12","POINT (-75.432352 40.623178)"
"223469512","0","Torah Academy of Greater Philadelphia","742 Argyle Road",,"Wynnewood","PA","19096",,"39.99999","-75.286291","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.286291 39.99999)"
"105258303","4946","Earle C Davis Primary","50 E Division St",,"North East","PA","16428","1351","42.219083","-79.830122","http://www.nesd1.org","K5F-2","POINT (-79.830122 42.219083)"
"206160002","0","Shady Nook Amish School","720 Shady Lane",,"Sligo","PA","16255",,"41.137242","-79.542171","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-79.542171 41.137242)"
"108078003","0","Tyrone Area SD","701 Clay Avenue",,"Tyrone","PA","16686","1807","40.670533","-78.250966","http://www.tyrone.k12.pa.us",,"POINT (-78.250966 40.670533)"
"104107503","1171","Slippery Rock Area El Sch","470 N Main St",,"Slippery Rock","PA","16057","1020","41.07015174","-80.06262355","http://www.slipperyrock.k12.pa.us","K5F-5","POINT (-80.06262355 41.07015174)"
"901631143","0","Heritage Public Library","52 Fourth Street",,"McDonald","PA","15057",,"40.367149","-80.2377927","https://www.heritagelibrarypa.org/",,"POINT (-80.2377927 40.367149)"
"125239603","5287","Strath Haven HS","205 S Providence Rd",,"Wallingford","PA","19086","6333","39.895788","-75.371487","https://www.wssd.org/shhs","12-Sep","POINT (-75.371487 39.895788)"
"300115000","0","Richland Academy","420 Galleria Drive",,"Johnstown","PA","15904",,"40.29361","-78.837531","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-78.837531 40.29361)"
"922090154","494","James A Michener Branch Library","401 W Mill St",,"Quakertown","PA","18951","1248","40.4454101","-75.3400336","http://www.buckslib.org",,"POINT (-75.3400336 40.4454101)"
"126515001","3738","Ellwood Sch","6701 N 13th St",,"Philadelphia","PA","19126","2848","40.05510441","-75.13854447","http://www.philasd.org","PreKF,K5F-5","POINT (-75.13854447 40.05510441)"
"126515001","3653","Sharswood George Sch","2300 S 2nd St",,"Philadelphia","PA","19148","4004","39.91881543","-75.15089485","http://www.philasd.org","PreKF,K5F-6,7-8","POINT (-75.15089485 39.91881543)"
"112676503","4613","Friendship El Sch","3457 Sticks Rd",,"Glen Rock","PA","17327","9320","39.759614","-76.771765","http://www.sycsd.org","K5F-6","POINT (-76.771765 39.759614)"
"926510006","433","Nicetown-Tioga Branch Library","3720 N Broad St",,"Philadelphia","PA","19140","3608","40.0099774","-75.1514142","http://www.freelibrary.org",,"POINT (-75.1514142 40.0099774)"
"222098902","0","St Michael The Archangel School","130 Levittown Pkwy",,"Levittown","PA","19054","3502","40.514179","-75.445596","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.445596 40.514179)"
"927040033","0","B F Jones Memorial Library","663 Franklin Ave",,"Aliquippa","PA","15001","3763","40.6133834","-80.2511682","http://www.beaverlibraries.org/aliquippa.asp",,"POINT (-80.2511682 40.6133834)"
"915210063","0","Bosler Memorial Library","158 W High St",,"Carlisle","PA","17013","2988","40.2015858","-77.1933568","http://www.boslerlibrary.org",,"POINT (-77.1933568 40.2015858)"
"914060633","0","Fleetwood Area Public Library","110 West Arch St Ste 209",,"Fleetwood","PA","19522","1301","40.4552419","-75.8204496","https://www.berkslibraries.org/branch/fleetwood",,"POINT (-75.8204496 40.4552419)"
"213360078","0","Twin Elm School","445 Twin Elm Road",,"Strasburg","PA","17579",,"39.973329","-76.190572","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.190572 39.973329)"
"119357402","6791","West Scranton Intrmd Sch","1401 Fellows St",,"Scranton","PA","18504",,"41.40871838","-75.69150821","http://www.scrsd.org/","5-6,7-8","POINT (-75.69150821 41.40871838)"
"124158503","7736","Pocopson El Sch","1105 Pocopson Road",,"West Chester","PA","19382",,"39.90043785","-75.62904737","https://pes.ucfsd.org/","K5H,1-5","POINT (-75.62904737 39.90043785)"
"114069353","0","Wyomissing Area SD","630 Evans Ave",,"Wyomissing","PA","19610","2636","40.324385","-75.969994","http://www.wyoarea.org",,"POINT (-75.969994 40.324385)"
"103029603","536","West Mifflin Area HS","91 Commonwealth Ave",,"West Mifflin","PA","15122","2396","40.382893","-79.877123","http://www.wmasd.org","12-Sep","POINT (-79.877123 40.382893)"
"104374207","0","Lawrence County CTC","750 Phelps Way",,"New Castle","PA","16101","5008","40.977158","-80.330199","http://www.lcvt.tec.pa.us",,"POINT (-80.330199 40.977158)"
"104375003","7108","Mohawk El Sch","351 Mohawk School Road",,"New Castle","PA","16102",,"40.97898218","-80.45020915","http://www.mohawk.k12.pa.us","K5F-5","POINT (-80.45020915 40.97898218)"
"228320005","0","Cresswell Mennonite School","1766 Cresswell Rd",,"Indiana","PA","15701",,"40.568051","-79.05992","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-79.05992 40.568051)"
"225237052","0","Sacred Heart School","109 N Manoa Road",,"Havertown","PA","19083",,"39.972218","-75.311877","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.311877 39.972218)"
"105258303","6145","North East HS","1901 Freeport Rd",,"North East","PA","16428","1905","42.223002","-79.833216","http://www.nesd1.org","12-Sep","POINT (-79.833216 42.223002)"
"300235380","0","Nicholas School","31 N Diamond St",,"Clifton Heights","PA","19018","0","39.930611","-75.29591","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.29591 39.930611)"
"127049303","715","Fairview El Sch","343 Ridgemont Dr",,"Midland","PA","15059","2219","40.69180258","-80.4652207","http://www.westernbeaver.org","PreKF,K4F,K5F-5","POINT (-80.4652207 40.69180258)"
"322090029","0","Childs World","2001 S Easton Rd",,"Doylestown","PA","18901",,"40.291106","-75.126762","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.126762 40.291106)"
"212280004","0","Meadow Brook Amish School","17014 Path Valley Road",,"Spring Run","PA","17262",,"40.146803","-77.760474","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-77.760474 40.146803)"
"223468752","0","St Teresa of Calcutta","256 Swamp Pike",,"Schwenksville","PA","19473",,"39.80436","-77.020591","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-77.020591 39.80436)"
"106616203","4115","Hasson Heights Sch","833 Grandview Rd",,"Oil City","PA","16301","2077","41.44157347","-79.68569521","http://www.ocasd.org","K5F-4","POINT (-79.68569521 41.44157347)"
"104375302","2704","New Castle SHS","300 E Lincoln Ave",,"New Castle","PA","16101","2530","41.005459","-80.341423","http://www.ncasd.com","12-Sep","POINT (-80.341423 41.005459)"
"101301403","7476","Waynesburg Central El School","90 Zimmerman Dr",,"Waynesburg","PA","15370","8281","39.89427068","-80.14914667","http://www.cgsd.org","K5F-6","POINT (-80.14914667 39.89427068)"
"122097502","1069","Joseph E Ferderbar El Sch","300 Heights Lane",,"Feasterville","PA","19053","7698","40.150146","-74.992741","http://www.neshaminy.k12.pa.us","K5F-4","POINT (-74.992741 40.150146)"
"213360043","0","Parkside Amish School","1726 Susquehannock Dr",,"Drumore","PA","17518",,"39.81067","-76.278951","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.278951 39.81067)"
"122092002","8200","Willow Dale El Sch","720 Norristown Rd",,"Warminster","PA","18974","2626","40.214949","-75.103462","http://www.centennialsd.org","K5F-5","POINT (-75.103462 40.214949)"
"123469303","3245","Wissahickon MS","500 Houston Rd",,"Ambler","PA","19002","3554","40.165987","-75.230804","http://www.wsdweb.org/","6,7-8","POINT (-75.230804 40.165987)"
"119357003","0","Riverside SD","601 S Main St",,"Taylor","PA","18517","1938","41.380628","-75.717597","http://www.riversidesd.com",,"POINT (-75.717597 41.380628)"
"107651603","0","Derry Area SD","982 N Chestnut Street Ext",,"Derry","PA","15627","7600","40.339197","-79.312322","http://dasd.us",,"POINT (-79.312322 40.339197)"
"115218003","0","Shippensburg Area SD","317 N Morris St",,"Shippensburg","PA","17257","1654","40.049174","-77.535291","http://www.shipk12.org",,"POINT (-77.535291 40.049174)"
"112671603","4547","Loganville-Springfield El Sch","169 North Main St",,"York","PA","17403","9808","39.86143381","-76.70200615","https://ls.dallastown.net/","K5F-3","POINT (-76.70200615 39.86143381)"
"300250760","0","Montessori in the Woods","1390 West Townhall Road",,"Erie","PA","16509",,"42.03247","-80.046341","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-80.046341 42.03247)"
"122098202","1116","Pennwood MS","1523 Makefield Rd",,"Yardley","PA","19067","3199","40.21215606","-74.82327518","http://www.pennsburysd.org","6,7-8","POINT (-74.82327518 40.21215606)"
"917080305","0","Green Free Library","38 N Center St",,"Canton","PA","17724",,"41.6546308","-76.8513979","http://Cantonlibrary.org",,"POINT (-76.8513979 41.6546308)"
"204373704","0","Meadow Lark School","217 Meadow Lark Lane",,"New Wilmington","PA","16142",,"41.11865","-80.369485","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-80.369485 41.11865)"
"118403207","0","Hazleton Area Career Center","1451 W 23rd St",,"Hazle Twp","PA","18202","1452","40.972406","-75.992246","http://www.hasdk12.org",,"POINT (-75.992246 40.972406)"
"223461169","0","Mesivta Yesodei Yisroel","7607 Old York Road",,"Elkins Park","PA","19027",,"40.067746","-75.134479","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.134479 40.067746)"
"908050843","0","Saxton Community Library","315 Front St, P O Box 34",,"Saxton","PA","16678","34","40.2231983","-78.236712","https://saxtonlibrary.org/",,"POINT (-78.236712 40.2231983)"
"123465702","7407","Walton Farm El Sch","1610 Allentown Rd",,"Lansdale","PA","19446","4064","40.2548331","-75.3241675","http://www.npenn.org","K5F-6","POINT (-75.3241675 40.2548331)"
"105252602","2009","Harding Sch","820 Lincoln Ave",,"Erie","PA","16505","5030","42.113321","-80.121884","http://www.eriesd.org/harding","PreKF,K5F-5","POINT (-80.121884 42.113321)"
"125234502","1871","Chatham Park El Sch","400 Allston Rd",,"Havertown","PA","19083","4745","39.97589705","-75.298309","http://www.haverford.k12.pa.us","K5H,1-5","POINT (-75.298309 39.97589705)"
"310170002","0","Soaring Heights School - Clearfield","2075 Highview Road",,"Clearfield","PA","16830",,"41.02096","-78.410864","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-78.410864 41.02096)"
"914060903","0","Schuylkill Valley Community Library","1310 Washington Rd",,"Leesport","PA","19533","9708","40.4412269","-75.9656008","https://www.berkslibraries.org/branch/schuylkill-valley",,"POINT (-75.9656008 40.4412269)"
"919350152","0","Carbondale Public Library","5 North Main St",,"Carbondale","PA","18407","2303","41.572636","-75.5030566","https://lclshome.org/b/carbondale-public-library/",,"POINT (-75.5030566 41.572636)"
"112679107","0","York Co School of Technology","2179 South Queen Street",,"York","PA","17402","4628","39.930102","-76.687325","http://www.ytech.edu",,"POINT (-76.687325 39.930102)"
"112676503","4614","Susquehannock HS","3280 Fissels Church Rd","PO Box 128","Glen Rock","PA","17327","128","39.766519","-76.741341","http://www.sycsd.org","12-Sep","POINT (-76.741341 39.766519)"
"121397803","8048","Zephyr El Sch","2934 Zephyr Blvd",,"Whitehall","PA","18052",,"40.658335","-75.486756","https://www.whitehallcoplay.org/Domain/9","5-Apr","POINT (-75.486756 40.658335)"
"119352203","8312","Dunmore JSHS","300 W Warren St",,"Dunmore","PA","18512","1992","41.427244","-75.632536","http://www.dunmoreschooldistrict.net/","12-Jul","POINT (-75.632536 41.427244)"
"126515001","3776","Girard Stephen Sch","1800 Snyder Ave",,"Philadelphia","PA","19145","3714","39.92455228","-75.17705186","http://www.philasd.org","K5F-4","POINT (-75.17705186 39.92455228)"
"223460942","0","Coventry Christian Schools Inc","699 North Pleasantview Road",,"Pottstown","PA","19464","2615","40.25059","-75.593721","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.593721 40.25059)"
"110148002","6233","Park Forest El Sch","2181 School Dr",,"State College","PA","16803","1131","40.80542795","-77.9222824","https://www.scasd.org/Domain/534","K5H-5","POINT (-77.9222824 40.80542795)"
"114060753","763","Earl El Sch","22 Schoolhouse Rd",,"Boyertown","PA","19512","7925","40.36878","-75.70545","http://www.boyertownasd.org/","K5H,1-5","POINT (-75.70545 40.36878)"
"105254353","2046","Klein El Sch","5325 E Lake Rd",,"Erie","PA","16511","1424","42.171351","-79.995711","http://www.hcsd.iu5.org","K5F-6","POINT (-79.995711 42.171351)"
"107651207","6172","Central Westmoreland CTC","240 Arona Road",,"New Stanton","PA","15672","9410","40.227739","-79.601877","http://www.cwctc.org","12-Sep","POINT (-79.601877 40.227739)"
"126515001","3602","Catharine Joseph Sch","6600 Chester Ave",,"Philadelphia","PA","19142","1638","39.92758784","-75.23970189","http://www.philasd.org","PreKF,K5F-5","POINT (-75.23970189 39.92758784)"
"902023183","0","Springdale Free Public Library","331 School St",,"Springdale","PA","15144","1343","40.5423915","-79.7782759","http://springdalepubliclibrary.org",,"POINT (-79.7782759 40.5423915)"
"113363103","6294","Landisville Intrmd Ctr","330 Mumma Drive",,"Landisville","PA","17538","1428","40.086351","-76.413966","http://www.hempfieldsd.org/lic","6-Apr","POINT (-76.413966 40.086351)"
"102020003","0","The New Academy CS","2500 Jonquil Way",,"Pittsburgh","PA","15203",,"40.41556","-79.972","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-79.972 40.41556)"
"108565203","0","Meyersdale Area SD","309 Industrial Park Road",,"Meyersdale","PA","15552","60","39.799772","-79.041973","http://www.masd.net",,"POINT (-79.041973 39.799772)"
"102027451","6915","Pittsburgh Brashear HS","590 Crane Ave",,"Pittsburgh","PA","15216","3929","40.417099","-80.020441","http://www.pghschools.org/","12-Sep","POINT (-80.020441 40.417099)"
"212012003","0","Delone Catholic High School","140 S Oxford Ave",,"McSherrystown","PA","17344","1616","39.80562","-77.011151","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-77.011151 39.80562)"
"119584707","0","Susquehanna County CTC","2380 Elk Lake School Road",,"Springville","PA","18844",,"41.7386","-75.9558","http://www.scctc-school.org",,"POINT (-75.9558 41.7386)"
"123466303","6746","Pottsgrove MS","1351 North Hanover Street",,"Pottstown","PA","19464",,"40.27154817","-75.63494129","http://www.pgsd.org/","6,7-8","POINT (-75.63494129 40.27154817)"
"112018523","7437","Upper Adams MS","135 North Main Street",,"Biglerville","PA","17307","9228","39.933768","-77.248256","https://www.upperadams.org/Page/2949","8-Jul","POINT (-77.248256 39.933768)"
"111292304","6840","Forbes Road El Sch","143 Red Bird Drive",,"Waterfall","PA","16689","7137","40.08302155","-78.06534005","http://www.frsd.info","K4F,K5F-6","POINT (-78.06534005 40.08302155)"
"126515001","6534","McClure Alexander K Sch","600 W Hunting Park Pike",,"Philadelphia","PA","19140","2516","40.01503603","-75.13762052","http://www.philasd.org","PreKF,K5F-5","POINT (-75.13762052 40.01503603)"
"926510006","437","Thomas F Donatucci Branch Library","1935 Shunk St",,"Philadelphia","PA","19145","4234","39.9195732","-75.1801261","http://www.freelibrary.org",,"POINT (-75.1801261 39.9195732)"
"908050303","0","Everett Free Library","137 East Main St",,"Everett","PA","15537","1259","40.0122709","-78.3710233","http://www.everettlibrary.org",,"POINT (-78.3710233 40.0122709)"
"122092002","7274","Log College MS","730 Norristown Rd",,"Warminster","PA","18974","2626","40.21407839","-75.10536523","http://www.centennialsd.org","6,7-8","POINT (-75.10536523 40.21407839)"
"223460982","0","Delaware Valley Friends School","19 E Central Ave",,"Paoli","PA","19301","1345","40.044333","-75.481568","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.481568 40.044333)"
"119351303","7457","Carbondale El Sch","103 Brooklyn St",,"Carbondale","PA","18407","2207","41.56791545","-75.51489713","http://www.carbondalearea.org","PreKF,K5F-6","POINT (-75.51489713 41.56791545)"
